IDPromo,IDBillet,IDPromotion,TauxPromotion,DateDebut,DateFin
11120,31633,1,14.16,2022-03-08,2022-03-22
11121,31635,3,31.35,2022-01-13,2022-01-28
11122,31638,3,17.17,2022-02-03,2022-02-18
11123,31642,2,9.26,2022-03-08,2022-03-21
11124,31643,2,17.16,2021-12-26,2022-01-14
11125,31646,3,34.83,2022-02-17,2022-03-06
11126,31649,2,20.04,2024-02-13,2024-03-02
11127,31650,3,18.6,2024-02-16,2024-03-11
11128,31653,3,13.97,2024-02-07,2024-02-21
11129,31654,2,16.57,2023-12-18,2024-01-05
11130,31656,2,14.4,2024-02-27,2024-03-19
11131,31661,3,21.89,2024-05-13,2024-06-05
11132,31665,1,18.31,2024-04-11,2024-05-06
11133,31668,2,28.59,2024-05-31,2024-06-16
11134,31669,3,9.3,2024-04-04,2024-04-16
11135,31676,1,12.64,2023-02-11,2023-02-25
11136,31677,2,14.63,2023-03-30,2023-04-23
11137,31681,2,12.47,2023-01-26,2023-02-15
11138,31682,3,7.56,2023-03-08,2023-03-27
11139,31684,2,5.91,2023-03-11,2023-03-31
11140,31686,1,29.1,2023-01-06,2023-01-25
11141,31687,2,19.81,2023-02-08,2023-02-26
11142,31688,3,30.47,2022-12-29,2023-01-17
11143,31694,1,28.49,2023-01-31,2023-02-25
11144,31695,2,21.81,2022-12-13,2022-12-30
11145,31698,1,5.27,2022-12-01,2022-12-21
11146,31702,1,11.46,2023-02-22,2023-03-12
11147,31706,3,22.65,2022-02-05,2022-02-24
11148,31707,2,14.41,2022-02-23,2022-03-15
11149,31708,3,6.79,2022-01-28,2022-02-19
11150,31709,2,20.57,2022-03-04,2022-03-22
11151,31711,3,24.69,2022-02-14,2022-03-14
11152,31717,2,30.62,2022-01-14,2022-01-31
11153,31721,3,17.76,2022-08-21,2022-09-09
11154,31723,3,22.31,2022-08-15,2022-09-02
11155,31725,1,15.86,2022-08-12,2022-09-01
11156,31727,2,16.96,2022-08-26,2022-09-10
11157,31734,2,19.6,2022-07-12,2022-07-25
11158,31735,3,17.51,2022-08-21,2022-09-11
11159,31740,1,33.2,2024-09-16,2024-10-12
11160,31741,2,32.86,2024-07-18,2024-08-04
11161,31743,2,15.64,2024-09-07,2024-09-29
11162,31745,3,12.33,2024-08-29,2024-09-13
11163,31747,1,18.75,2024-08-09,2024-08-25
11164,31748,1,11.16,2024-09-25,2024-10-18
11165,31750,2,18.93,2023-06-04,2023-06-18
11166,31754,1,19.41,2023-05-13,2023-06-04
11167,31757,2,12.52,2023-05-11,2023-06-04
11168,31759,2,19.5,2023-07-11,2023-07-25
11169,31763,3,28.48,2023-02-02,2023-02-22
11170,31764,2,31.74,2023-01-20,2023-02-08
11171,31765,2,30.11,2023-02-13,2023-03-05
11172,31768,1,16.77,2023-02-03,2023-02-23
11173,31770,3,10.33,2023-01-12,2023-02-01
11174,31777,2,13.45,2023-09-08,2023-09-28
11175,31783,1,19.18,2023-07-14,2023-08-01
11176,31784,3,18.07,2023-08-11,2023-09-01
11177,31785,2,33.49,2023-08-02,2023-08-22
11178,31787,2,13.96,2023-07-24,2023-08-15
11179,31794,1,23.78,2023-09-01,2023-09-20
11180,31797,2,5.38,2023-07-25,2023-08-20
11181,31798,2,17.7,2023-07-20,2023-08-05
11182,31806,1,12.17,2023-02-11,2023-02-27
11183,31813,2,5.61,2023-01-24,2023-02-11
11184,31815,2,18.53,2023-06-05,2023-06-24
11185,31818,1,15.35,2023-06-16,2023-07-03
11186,31820,1,10.96,2023-08-14,2023-08-29
11187,31824,3,5.37,2023-07-30,2023-08-19
11188,31825,1,28.28,2023-06-19,2023-07-07
11189,31827,3,19.54,2023-05-25,2023-06-13
11190,31829,1,15.01,2023-08-21,2023-09-05
11191,31830,2,8.26,2023-06-17,2023-07-09
11192,31831,3,19.05,2023-07-14,2023-08-04
11193,31832,1,31.93,2023-07-09,2023-07-30
11194,31833,3,32.98,2023-06-12,2023-06-27
11195,31835,2,6.36,2022-09-21,2022-10-13
11196,31837,1,9.48,2022-07-31,2022-08-24
11197,31842,1,29.8,2022-09-15,2022-10-06
11198,31843,2,10.91,2022-09-28,2022-10-14
11199,31844,1,29.39,2022-09-21,2022-10-10
11200,31849,3,34.0,2022-08-24,2022-09-08
11201,31850,3,22.61,2022-09-24,2022-10-14
11202,31852,1,7.38,2024-08-18,2024-09-05
11203,31854,1,26.15,2024-10-10,2024-10-26
11204,31857,2,21.83,2024-09-04,2024-09-27
11205,31858,1,9.48,2024-10-28,2024-11-21
11206,31860,3,26.4,2024-08-21,2024-09-13
11207,31864,2,25.89,2024-09-02,2024-09-25
11208,31866,2,18.26,2024-09-14,2024-09-24
11209,31868,2,30.24,2024-10-11,2024-11-03
11210,31869,3,30.46,2023-01-29,2023-02-19
11211,31871,3,23.89,2022-12-27,2023-01-13
11212,31872,3,5.61,2023-01-27,2023-02-13
11213,31873,3,6.05,2023-02-05,2023-02-28
11214,31889,3,32.88,2024-02-27,2024-03-14
11215,31891,1,26.03,2024-01-10,2024-02-04
11216,31895,1,27.33,2024-01-22,2024-02-18
11217,31896,2,16.39,2023-06-27,2023-07-13
11218,31899,2,25.47,2023-08-14,2023-08-28
11219,31900,1,24.47,2023-07-09,2023-07-28
11220,31901,1,7.3,2023-06-04,2023-06-20
11221,31902,3,9.49,2023-08-06,2023-08-21
11222,31910,2,23.86,2023-07-23,2023-08-13
11223,31914,3,14.63,2023-08-07,2023-08-24
11224,31917,3,20.97,2023-04-03,2023-04-18
11225,31924,3,18.11,2023-04-05,2023-04-29
11226,31927,1,30.25,2022-03-24,2022-04-16
11227,31930,1,29.71,2022-04-03,2022-04-23
11228,31932,2,9.95,2022-02-07,2022-02-27
11229,31933,1,15.0,2022-02-08,2022-02-19
11230,31934,3,29.76,2022-01-24,2022-02-05
11231,31936,1,34.14,2022-04-02,2022-04-18
11232,31937,2,19.32,2022-01-24,2022-02-13
11233,31938,2,19.35,2022-03-18,2022-04-01
11234,31939,1,33.41,2022-03-15,2022-04-01
11235,31944,3,34.46,2022-09-24,2022-10-15
11236,31945,3,34.62,2022-11-27,2022-12-23
11237,31946,3,5.61,2022-11-14,2022-12-01
11238,31948,1,33.06,2022-09-21,2022-10-14
11239,31949,2,14.78,2022-10-28,2022-11-18
11240,31952,1,9.87,2024-03-16,2024-04-04
11241,31953,2,10.74,2024-03-21,2024-04-17
11242,31956,3,19.79,2024-04-14,2024-04-30
11243,31960,2,5.13,2024-04-16,2024-04-29
11244,31964,2,32.48,2024-03-30,2024-04-16
11245,31966,1,20.68,2024-03-25,2024-04-19
11246,31970,2,17.05,2024-06-26,2024-07-20
11247,31972,2,12.92,2024-09-02,2024-09-14
11248,31974,3,24.18,2024-09-16,2024-10-03
11249,31976,3,9.93,2024-07-27,2024-08-13
11250,31978,3,27.54,2024-07-29,2024-08-12
11251,31983,3,26.03,2024-07-14,2024-07-28
11252,31985,2,34.46,2024-08-11,2024-09-04
11253,31986,1,32.26,2024-08-01,2024-08-24
11254,31988,2,9.05,2022-01-22,2022-02-12
11255,31991,2,10.31,2022-02-07,2022-02-20
11256,31993,3,20.77,2022-02-12,2022-02-27
11257,31994,1,10.78,2022-02-16,2022-03-15
11258,31996,1,15.81,2022-01-09,2022-01-24
11259,32002,3,15.78,2022-02-12,2022-03-10
11260,32003,2,27.54,2021-12-30,2022-01-13
11261,32004,2,14.33,2021-12-30,2022-01-13
11262,32006,1,10.41,2023-10-10,2023-10-26
11263,32007,1,24.39,2023-08-25,2023-09-08
11264,32010,3,13.01,2023-10-13,2023-11-04
11265,32012,3,24.38,2023-09-02,2023-09-19
11266,32013,3,30.02,2023-09-03,2023-09-26
11267,32017,3,11.97,2023-09-06,2023-09-24
11268,32018,3,10.68,2023-10-14,2023-11-05
11269,32019,1,7.59,2023-12-31,2024-01-16
11270,32020,2,26.81,2024-01-03,2024-01-22
11271,32022,1,9.13,2024-01-02,2024-01-22
11272,32028,2,6.12,2023-11-12,2023-12-05
11273,32029,3,26.24,2024-09-11,2024-10-07
11274,32033,2,31.47,2024-10-26,2024-11-09
11275,32036,3,23.77,2024-10-13,2024-10-29
11276,32040,2,31.34,2024-10-13,2024-11-03
11277,32044,3,23.81,2023-07-02,2023-07-24
11278,32052,1,21.84,2023-08-20,2023-09-08
11279,32053,1,5.27,2023-08-04,2023-08-26
11280,32057,3,14.75,2023-09-14,2023-10-04
11281,32061,2,16.36,2024-02-03,2024-02-20
11282,32062,2,6.17,2024-02-09,2024-03-08
11283,32065,1,10.45,2024-03-16,2024-04-09
11284,32066,1,26.82,2024-04-06,2024-04-21
11285,32067,2,34.0,2024-02-23,2024-03-12
11286,32073,1,8.64,2024-01-21,2024-02-12
11287,32074,1,24.27,2024-02-15,2024-03-03
11288,32082,1,26.12,2024-01-12,2024-01-30
11289,32085,3,9.64,2024-03-15,2024-03-30
11290,32090,1,24.62,2022-10-08,2022-10-25
11291,32096,3,21.41,2022-09-02,2022-09-24
11292,32099,3,32.52,2022-09-27,2022-10-18
11293,32100,3,23.39,2023-08-14,2023-09-03
11294,32101,2,33.72,2023-07-10,2023-08-01
11295,32102,1,34.02,2023-06-30,2023-07-15
11296,32106,2,30.2,2023-06-01,2023-06-22
11297,32110,1,13.12,2023-08-01,2023-08-18
11298,32114,2,24.89,2023-07-14,2023-07-26
11299,32116,2,26.76,2023-12-16,2024-01-03
11300,32118,1,23.2,2023-11-25,2023-12-19
11301,32124,2,25.8,2023-12-15,2024-01-06
11302,32126,2,33.98,2024-01-09,2024-01-31
11303,32131,2,29.37,2022-11-11,2022-12-09
11304,32132,2,14.01,2022-12-08,2022-12-24
11305,32136,2,6.04,2022-10-07,2022-10-28
11306,32143,2,14.54,2024-06-16,2024-07-05
11307,32148,3,13.78,2024-06-17,2024-07-10
11308,32154,3,31.39,2024-07-29,2024-08-19
11309,32156,2,24.71,2024-06-20,2024-07-07
11310,32161,2,17.39,2023-02-16,2023-03-08
11311,32162,2,5.95,2023-02-05,2023-02-27
11312,32164,1,17.72,2023-04-14,2023-05-06
11313,32167,2,19.91,2023-02-27,2023-03-17
11314,32174,3,18.94,2023-03-05,2023-03-21
11315,32177,2,13.51,2023-01-08,2023-01-26
11316,32178,2,15.11,2023-01-23,2023-02-20
11317,32185,3,33.95,2023-02-11,2023-02-27
11318,32186,2,11.67,2023-03-01,2023-03-18
11319,32188,3,28.65,2023-07-17,2023-08-08
11320,32197,1,6.61,2023-08-05,2023-08-23
11321,32200,3,24.09,2023-07-22,2023-08-06
11322,32201,2,27.82,2023-06-16,2023-06-29
11323,32209,1,16.9,2022-08-21,2022-09-01
11324,32212,2,24.57,2022-08-18,2022-08-28
11325,32213,1,23.31,2022-08-12,2022-08-25
11326,32216,1,7.47,2022-07-23,2022-08-08
11327,32217,1,14.08,2022-09-19,2022-10-07
11328,32218,1,18.5,2022-08-12,2022-08-28
11329,32220,3,12.64,2022-08-06,2022-08-23
11330,32221,1,18.16,2022-08-07,2022-08-20
11331,32229,2,10.47,2024-06-29,2024-07-24
11332,32231,1,18.28,2024-06-06,2024-06-24
11333,32235,2,21.61,2024-05-13,2024-06-05
11334,32241,2,10.13,2024-05-29,2024-06-26
11335,32246,2,26.86,2022-01-25,2022-02-10
11336,32247,3,14.24,2022-02-01,2022-02-24
11337,32250,3,12.75,2022-03-22,2022-04-09
11338,32251,1,18.29,2022-03-11,2022-03-31
11339,32262,1,7.38,2024-04-02,2024-04-22
11340,32264,2,6.07,2024-01-12,2024-02-02
11341,32266,1,31.77,2024-03-26,2024-04-14
11342,32267,1,9.83,2024-03-18,2024-04-04
11343,32277,1,33.76,2024-03-31,2024-04-19
11344,32279,3,10.76,2024-01-26,2024-02-15
11345,32280,1,5.31,2024-01-11,2024-02-02
11346,32281,2,29.09,2024-02-28,2024-03-17
11347,32282,1,19.88,2024-04-02,2024-04-19
11348,32283,2,29.58,2024-03-25,2024-04-19
11349,32289,1,8.56,2024-04-10,2024-04-22
11350,32294,2,14.54,2024-10-13,2024-11-04
11351,32296,3,29.84,2024-11-03,2024-11-20
11352,32297,3,31.43,2024-09-25,2024-10-17
11353,32301,3,18.84,2024-11-09,2024-11-28
11354,32303,1,12.74,2024-10-14,2024-11-03
11355,32305,3,14.96,2024-09-15,2024-09-27
11356,32306,1,24.05,2024-09-15,2024-10-06
11357,32309,1,20.08,2024-09-11,2024-09-24
11358,32315,1,25.26,2022-09-05,2022-09-29
11359,32325,2,29.33,2024-01-19,2024-02-11
11360,32328,2,14.41,2024-01-16,2024-02-02
11361,32331,3,10.53,2023-11-24,2023-12-14
11362,32335,1,20.28,2023-03-07,2023-03-30
11363,32340,3,9.56,2023-04-07,2023-05-01
11364,32343,3,29.01,2023-03-13,2023-03-27
11365,32347,2,19.17,2023-03-26,2023-04-14
11366,32348,1,20.43,2023-05-05,2023-05-23
11367,32354,2,28.53,2023-04-19,2023-05-07
11368,32357,3,26.78,2023-04-16,2023-04-28
11369,32358,2,6.51,2023-05-06,2023-05-26
11370,32371,3,26.66,2022-12-06,2022-12-31
11371,32376,2,16.41,2022-12-27,2023-01-10
11372,32378,1,17.85,2023-01-20,2023-02-07
11373,32379,3,25.78,2022-12-28,2023-01-21
11374,32380,3,11.46,2023-08-15,2023-09-05
11375,32384,1,21.83,2023-09-04,2023-09-16
11376,32388,2,20.36,2023-08-13,2023-08-30
11377,32394,3,15.67,2023-10-11,2023-10-23
11378,32396,1,28.38,2023-09-19,2023-10-02
11379,32398,3,17.9,2023-09-30,2023-10-13
11380,32400,1,13.97,2022-03-22,2022-04-08
11381,32403,2,25.41,2022-04-14,2022-04-30
11382,32406,2,22.71,2022-04-24,2022-05-13
11383,32410,3,7.86,2022-04-26,2022-05-14
11384,32411,1,34.91,2024-04-17,2024-05-08
11385,32415,2,6.31,2024-04-21,2024-05-06
11386,32416,3,11.78,2024-05-28,2024-06-11
11387,32419,2,7.25,2024-06-04,2024-06-29
11388,32423,3,11.37,2024-03-24,2024-04-16
11389,32424,1,18.81,2024-04-14,2024-05-03
11390,32426,2,22.77,2024-04-26,2024-05-15
11391,32429,1,22.13,2023-10-18,2023-11-06
11392,32432,1,33.84,2023-11-04,2023-11-22
11393,32433,1,8.97,2023-11-01,2023-11-23
11394,32434,3,33.05,2024-01-07,2024-01-26
11395,32435,3,21.11,2023-10-20,2023-11-09
11396,32437,1,19.18,2023-12-14,2024-01-04
11397,32438,3,6.68,2023-10-17,2023-10-30
11398,32441,1,8.8,2023-12-26,2024-01-12
11399,32442,3,9.37,2023-12-13,2024-01-01
11400,32445,2,19.57,2022-06-18,2022-07-05
11401,32448,3,32.21,2022-06-10,2022-07-04
11402,32451,2,5.58,2022-06-01,2022-06-14
11403,32455,2,8.82,2022-04-15,2022-04-28
11404,32461,2,11.19,2022-11-11,2022-11-28
11405,32462,3,9.78,2022-12-21,2023-01-09
11406,32463,1,22.66,2022-11-04,2022-11-28
11407,32465,3,23.36,2022-11-23,2022-12-10
11408,32466,3,13.09,2022-11-06,2022-11-25
11409,32467,2,34.12,2022-11-09,2022-11-23
11410,32470,2,5.37,2022-12-20,2023-01-07
11411,32475,2,32.46,2022-02-28,2022-03-25
11412,32479,1,25.46,2022-02-07,2022-02-24
11413,32480,1,23.56,2022-02-11,2022-03-09
11414,32481,2,23.23,2022-03-09,2022-03-31
11415,32485,2,17.34,2022-03-16,2022-04-01
11416,32489,1,26.35,2023-04-23,2023-05-13
11417,32493,3,28.19,2023-04-04,2023-04-29
11418,32495,1,18.77,2023-04-06,2023-04-21
11419,32497,3,9.69,2023-05-11,2023-05-31
11420,32499,2,12.56,2023-05-28,2023-06-11
11421,32501,2,21.86,2024-01-15,2024-01-31
11422,32504,1,22.06,2023-12-20,2024-01-11
11423,32507,3,17.23,2023-12-06,2023-12-18
11424,32508,2,9.84,2024-01-17,2024-02-06
11425,32509,3,17.94,2023-11-11,2023-12-02
11426,32510,3,19.6,2023-11-15,2023-12-08
11427,32516,3,22.31,2023-11-24,2023-12-09
11428,32517,3,33.47,2023-11-28,2023-12-20
11429,32519,1,16.65,2022-01-14,2022-02-10
11430,32522,3,26.24,2022-01-19,2022-02-03
11431,32526,2,31.76,2022-02-11,2022-02-27
11432,32527,2,6.92,2021-12-04,2021-12-26
11433,32528,1,10.65,2022-02-20,2022-03-06
11434,32529,1,6.17,2022-02-14,2022-03-09
11435,32531,3,31.24,2022-02-12,2022-03-04
11436,32532,3,7.82,2022-01-21,2022-02-01
11437,32534,3,23.39,2021-12-10,2021-12-29
11438,32538,3,29.17,2022-02-13,2022-03-02
11439,32545,2,28.12,2022-10-24,2022-11-10
11440,32547,1,34.67,2022-11-04,2022-11-25
11441,32549,2,6.24,2022-12-07,2022-12-25
11442,32552,2,21.03,2022-11-30,2022-12-20
11443,32554,1,18.31,2022-10-21,2022-11-08
11444,32557,2,19.11,2022-12-20,2023-01-10
11445,32563,2,23.94,2023-01-28,2023-02-09
11446,32564,2,34.25,2023-02-06,2023-02-22
11447,32566,2,11.32,2023-01-06,2023-01-19
11448,32569,1,14.06,2022-12-11,2022-12-29
11449,32575,2,7.53,2023-03-01,2023-03-18
11450,32577,1,25.09,2024-06-01,2024-06-23
11451,32579,2,28.13,2024-07-03,2024-07-23
11452,32581,2,12.96,2024-08-09,2024-08-30
11453,32583,2,21.21,2024-05-29,2024-06-17
11454,32590,3,27.21,2023-01-27,2023-02-20
11455,32591,3,21.96,2022-12-22,2023-01-11
11456,32592,1,25.17,2022-12-27,2023-01-17
11457,32593,3,17.47,2023-01-30,2023-02-11
11458,32594,1,6.59,2023-02-08,2023-02-28
11459,32597,2,14.3,2023-09-19,2023-10-06
11460,32600,3,16.29,2023-09-24,2023-10-13
11461,32602,3,25.37,2023-10-15,2023-11-12
11462,32603,2,26.85,2023-08-30,2023-09-14
11463,32608,2,19.48,2023-09-11,2023-09-26
11464,32610,1,24.07,2023-08-10,2023-09-01
11465,32613,3,10.57,2023-08-20,2023-09-08
11466,32620,3,12.72,2023-07-21,2023-08-08
11467,32624,3,9.41,2023-08-15,2023-09-03
11468,32627,1,10.32,2021-12-20,2022-01-11
11469,32629,2,7.04,2022-01-11,2022-01-24
11470,32637,3,11.02,2021-10-26,2021-11-16
11471,32646,1,34.91,2022-12-29,2023-01-21
11472,32655,2,17.08,2023-02-20,2023-03-02
11473,32662,3,33.74,2022-10-28,2022-11-17
11474,32663,1,14.18,2022-10-09,2022-10-31
11475,32664,3,31.79,2022-12-18,2023-01-08
11476,32668,2,14.02,2022-11-08,2022-11-30
11477,32672,1,21.39,2022-12-12,2022-12-25
11478,32673,2,20.01,2022-12-04,2022-12-23
11479,32675,3,7.98,2022-06-30,2022-07-16
11480,32677,1,19.15,2022-07-07,2022-07-27
11481,32678,2,16.45,2022-06-23,2022-07-04
11482,32680,1,19.51,2022-08-01,2022-08-11
11483,32683,1,23.46,2022-06-06,2022-06-24
11484,32688,1,13.08,2022-08-08,2022-08-25
11485,32689,2,9.05,2022-06-20,2022-07-10
11486,32691,3,14.23,2024-07-06,2024-07-21
11487,32692,2,7.35,2024-05-22,2024-06-12
11488,32694,1,23.76,2024-07-04,2024-07-15
11489,32695,3,23.54,2024-07-02,2024-07-17
11490,32696,3,28.51,2024-06-29,2024-07-24
11491,32711,2,25.58,2023-02-10,2023-03-02
11492,32712,2,18.56,2023-01-31,2023-02-17
11493,32715,1,18.81,2022-12-15,2023-01-06
11494,32726,2,23.46,2022-11-06,2022-12-01
11495,32729,1,8.73,2023-01-04,2023-01-20
11496,32735,2,26.02,2024-02-27,2024-03-21
11497,32742,3,9.55,2024-02-10,2024-03-02
11498,32750,3,13.3,2024-02-24,2024-03-14
11499,32752,2,11.98,2023-01-22,2023-02-11
11500,32753,3,9.63,2023-04-06,2023-04-29
11501,32755,2,8.23,2023-03-18,2023-04-10
11502,32757,3,25.34,2023-02-03,2023-02-28
11503,32758,1,26.32,2023-02-25,2023-03-17
11504,32759,2,20.48,2023-01-31,2023-02-16
11505,32760,1,17.76,2023-01-22,2023-02-05
11506,32761,3,22.97,2023-02-21,2023-03-13
11507,32770,2,33.12,2023-09-17,2023-10-09
11508,32773,2,24.23,2023-10-01,2023-10-18
11509,32777,2,30.93,2023-09-04,2023-09-26
11510,32778,1,27.03,2023-07-25,2023-08-11
11511,32779,3,19.18,2023-07-07,2023-07-24
11512,32780,3,18.56,2023-07-14,2023-08-03
11513,32782,3,22.38,2023-05-15,2023-06-07
11514,32784,2,25.53,2023-07-01,2023-07-21
11515,32785,2,28.92,2023-06-07,2023-06-23
11516,32786,3,9.5,2023-07-10,2023-07-27
11517,32787,3,34.43,2023-06-21,2023-07-11
11518,32790,2,30.19,2023-05-14,2023-06-03
11519,32794,2,6.05,2023-06-25,2023-07-09
11520,32798,3,5.8,2024-01-15,2024-02-05
11521,32801,2,9.63,2023-12-29,2024-01-13
11522,32809,1,21.21,2023-12-28,2024-01-12
11523,32812,2,30.49,2023-12-31,2024-01-25
11524,32815,1,6.57,2024-06-07,2024-06-24
11525,32818,2,18.96,2024-04-30,2024-05-19
11526,32819,2,11.56,2024-06-20,2024-07-16
11527,32823,2,30.48,2024-06-15,2024-07-09
11528,32826,2,5.44,2024-07-05,2024-07-28
11529,32828,3,16.14,2024-09-10,2024-10-05
11530,32829,1,33.05,2024-09-12,2024-10-01
11531,32830,2,23.34,2024-11-09,2024-11-27
11532,32831,2,32.23,2024-11-11,2024-11-30
11533,32832,1,17.88,2024-09-26,2024-10-17
11534,32834,2,26.6,2024-10-07,2024-10-23
11535,32835,2,28.88,2024-09-16,2024-09-26
11536,32837,3,20.38,2024-12-05,2024-12-24
11537,32842,1,21.52,2023-10-28,2023-11-16
11538,32843,1,7.94,2023-10-27,2023-11-15
11539,32850,2,7.05,2023-10-12,2023-10-31
11540,32852,1,5.88,2023-10-01,2023-10-14
11541,32857,1,34.3,2023-07-24,2023-08-17
11542,32864,2,29.95,2023-07-12,2023-07-24
11543,32865,3,19.99,2023-08-13,2023-09-02
11544,32866,2,31.16,2023-06-25,2023-07-19
11545,32869,2,18.23,2023-07-20,2023-08-12
11546,32870,1,12.09,2023-06-19,2023-07-05
11547,32871,1,25.19,2023-05-04,2023-05-22
11548,32872,1,20.78,2023-05-24,2023-06-16
11549,32875,3,23.74,2023-04-01,2023-04-24
11550,32876,3,24.45,2023-03-25,2023-04-19
11551,32877,2,24.1,2023-04-06,2023-04-26
11552,32879,2,9.75,2023-03-06,2023-03-30
11553,32880,2,23.27,2023-04-13,2023-05-03
11554,32881,1,18.72,2023-03-08,2023-03-20
11555,32882,1,22.8,2023-04-26,2023-05-14
11556,32887,3,22.33,2023-05-05,2023-05-21
11557,32888,1,24.53,2023-10-01,2023-10-16
11558,32889,1,15.91,2023-12-20,2024-01-04
11559,32893,1,7.94,2023-11-21,2023-12-07
11560,32894,1,26.02,2023-11-29,2023-12-14
11561,32903,1,9.17,2024-09-05,2024-09-30
11562,32904,3,26.03,2024-10-03,2024-10-18
11563,32906,3,24.06,2024-08-20,2024-09-10
11564,32908,1,11.31,2024-09-06,2024-09-25
11565,32912,2,9.06,2024-10-21,2024-11-13
11566,32914,3,30.73,2024-08-06,2024-08-28
11567,32915,1,9.53,2024-09-13,2024-09-30
11568,32924,1,23.64,2024-06-14,2024-07-06
11569,32927,2,20.93,2024-06-08,2024-06-26
11570,32930,3,11.4,2024-06-08,2024-06-24
11571,32931,1,14.11,2024-07-20,2024-08-05
11572,32936,2,22.59,2024-06-15,2024-07-08
11573,32939,2,12.16,2024-05-17,2024-06-11
11574,32940,2,31.47,2022-05-09,2022-05-24
11575,32942,1,6.78,2022-06-01,2022-06-23
11576,32943,2,29.38,2022-06-16,2022-07-01
11577,32944,3,24.0,2022-06-01,2022-06-28
11578,32946,1,32.9,2022-06-05,2022-06-25
11579,32950,2,19.33,2022-04-24,2022-05-11
11580,32951,1,27.44,2022-05-26,2022-06-12
11581,32952,3,22.11,2022-04-13,2022-05-01
11582,32954,1,32.28,2024-05-28,2024-06-08
11583,32956,1,15.13,2024-06-24,2024-07-11
11584,32960,1,28.23,2024-06-06,2024-06-29
11585,32963,1,8.09,2024-07-23,2024-08-12
11586,32964,1,7.91,2024-06-02,2024-06-29
11587,32966,1,10.54,2024-06-05,2024-06-20
11588,32967,2,7.64,2024-05-27,2024-06-17
11589,32968,2,9.6,2023-07-20,2023-08-09
11590,32971,2,33.76,2023-07-16,2023-08-09
11591,32975,2,34.24,2023-08-20,2023-09-06
11592,32978,2,26.45,2023-08-16,2023-08-31
11593,32979,2,13.65,2023-07-25,2023-08-13
11594,32984,3,6.92,2022-11-06,2022-11-21
11595,32987,3,17.37,2023-01-07,2023-01-26
11596,32989,3,23.66,2023-01-19,2023-02-03
11597,32994,2,11.8,2023-11-23,2023-12-14
11598,32995,2,9.39,2023-12-23,2024-01-13
11599,32996,2,32.65,2023-11-28,2023-12-12
11600,32997,1,27.69,2023-11-23,2023-12-16
11601,32999,2,34.03,2023-11-09,2023-11-28
11602,33005,2,10.12,2023-11-11,2023-11-30
11603,33007,1,32.57,2023-12-12,2024-01-03
11604,33010,2,16.86,2023-12-06,2023-12-30
11605,33015,1,14.58,2023-08-06,2023-08-29
11606,33016,3,34.46,2023-07-11,2023-07-28
11607,33020,1,32.75,2023-07-28,2023-08-15
11608,33023,3,10.51,2023-07-26,2023-08-17
11609,33024,2,22.42,2023-07-02,2023-07-28
11610,33025,3,28.58,2023-08-09,2023-08-23
11611,33026,3,12.21,2023-07-25,2023-08-08
11612,33027,3,6.58,2023-07-17,2023-08-06
11613,33029,2,22.73,2023-07-04,2023-07-27
11614,33033,1,25.19,2024-03-25,2024-04-05
11615,33034,1,23.83,2024-02-17,2024-03-10
11616,33035,1,18.77,2024-02-11,2024-02-29
11617,33036,3,5.73,2024-01-20,2024-02-09
11618,33037,2,7.33,2024-04-06,2024-04-21
11619,33038,2,9.4,2024-03-25,2024-04-08
11620,33041,3,17.09,2024-03-09,2024-03-26
11621,33044,2,27.23,2024-03-29,2024-04-20
11622,33046,2,5.97,2022-01-19,2022-02-08
11623,33050,2,13.0,2022-02-06,2022-02-24
11624,33056,2,8.42,2022-12-25,2023-01-19
11625,33059,2,27.7,2022-12-17,2023-01-03
11626,33062,2,25.66,2023-01-29,2023-02-18
11627,33064,2,13.14,2023-03-04,2023-03-22
11628,33071,2,17.88,2022-09-12,2022-10-03
11629,33074,2,7.69,2022-07-23,2022-08-14
11630,33075,1,18.95,2022-09-27,2022-10-15
11631,33077,3,29.74,2022-07-25,2022-08-14
11632,33078,3,15.03,2022-07-25,2022-08-14
11633,33081,1,31.32,2022-09-01,2022-09-15
11634,33086,1,20.78,2021-11-30,2021-12-21
11635,33091,2,25.73,2021-11-14,2021-12-09
11636,33092,3,25.94,2021-12-16,2021-12-30
11637,33094,1,16.95,2022-01-06,2022-01-25
11638,33096,1,21.94,2023-03-06,2023-03-25
11639,33099,2,22.46,2023-05-04,2023-05-16
11640,33103,2,6.19,2023-04-07,2023-04-22
11641,33115,3,17.62,2024-02-07,2024-02-26
11642,33120,2,16.93,2024-02-09,2024-03-03
11643,33122,2,17.91,2024-03-30,2024-04-19
11644,33125,1,32.16,2024-04-02,2024-04-19
11645,33126,3,11.68,2024-02-19,2024-03-09
11646,33132,3,21.53,2024-03-22,2024-04-14
11647,33133,1,15.22,2024-02-15,2024-03-05
11648,33134,2,15.73,2024-03-04,2024-03-24
11649,33135,2,15.57,2023-06-19,2023-07-05
11650,33143,1,31.07,2023-07-27,2023-08-17
11651,33144,3,10.22,2023-08-01,2023-08-21
11652,33148,3,11.18,2022-08-30,2022-09-20
11653,33149,2,14.56,2022-09-11,2022-09-27
11654,33150,2,27.56,2022-08-19,2022-09-05
11655,33151,3,31.82,2022-09-30,2022-10-16
11656,33154,2,28.85,2022-10-04,2022-10-26
