IDBillet;IDCanal;IDVol;TarifBase;PrixAchat;DateAchat;Classe;Status
42665;6;VOL02828;1696.0;1696.0;01/01/2022;Affaire;Payé
42666;30;VOL02829;323.64;327.64;24/08/2022;Affaire;Payé
42667;35;VOL02829;485.46;373.12;08/07/2022;Affaire;Payé
42668;38;VOL02829;323.64;268.39;05/09/2022;Eco;Payé
42669;4;VOL02829;323.64;323.64;31/08/2022;Eco;Payé
42670;23;VOL02829;485.46;485.46;06/08/2022;Affaire;Payé
42671;38;VOL02829;323.64;288.27;13/09/2022;Eco;Payé
42672;13;VOL02829;323.64;537.2;23/07/2022;Affaire;Payé
42673;19;VOL02829;323.64;272.7;16/07/2022;Eco;Payé
42674;42;VOL02829;485.46;485.46;30/07/2022;Affaire;Payé
42675;9;VOL02829;323.64;323.64;19/09/2022;Eco;Payé
42676;30;VOL02829;323.64;323.64;26/08/2022;Eco;Payé
42677;14;VOL02829;323.64;509.64;10/09/2022;Affaire;Payé
42678;33;VOL02829;323.64;233.18;11/08/2022;Eco;Payé
42679;4;VOL02829;323.64;262.31;29/08/2022;Eco;Payé
42680;35;VOL02829;485.46;347.3;04/08/2022;Affaire;Payé
42681;40;VOL02829;323.64;281.21;18/07/2022;Eco;Payé
42682;2;VOL02830;1281.98;1202.88;24/12/2021;Eco;Payé
42683;18;VOL02830;1281.98;1281.98;01/11/2021;Eco;Payé
42684;42;VOL02830;1281.98;1281.98;31/12/2021;Eco;Payé
42685;19;VOL02830;1922.97;1922.97;29/12/2021;Affaire;Payé
42686;21;VOL02830;1281.98;1050.67;10/11/2021;Affaire;Payé
42687;32;VOL02830;1281.98;1281.98;01/11/2021;Eco;Payé
42688;37;VOL02830;1281.98;1281.98;25/10/2021;Eco;Payé
42689;27;VOL02830;1922.97;1922.97;11/11/2021;Affaire;Payé
42690;24;VOL02830;1922.97;1922.97;17/10/2021;Affaire;Payé
42691;23;VOL02830;1922.97;1922.97;13/11/2021;Affaire;Payé
42692;17;VOL02830;1281.98;1281.98;10/01/2022;Eco;Payé
42693;17;VOL02830;1281.98;1143.14;06/11/2021;Eco;Payé
42694;37;VOL02830;1281.98;1569.98;17/10/2021;Affaire;Payé
42695;3;VOL02830;1281.98;1269.81;04/01/2022;Affaire;Payé
42696;8;VOL02831;61.66;61.66;11/10/2022;Eco;Payé
42697;32;VOL02831;61.66;169.66;03/09/2022;Affaire;Payé
42698;16;VOL02831;61.66;61.66;16/11/2022;Eco;Payé
42699;29;VOL02831;61.66;61.66;24/09/2022;Eco;Payé
42700;28;VOL02831;92.5;92.5;05/11/2022;Affaire;Payé
42701;1;VOL02831;61.66;61.66;21/10/2022;Eco;Payé
42702;25;VOL02831;92.5;65.54;24/09/2022;Affaire;Payé
42703;40;VOL02831;61.66;215.33;07/09/2022;Affaire;Payé
42704;13;VOL02831;61.66;61.66;11/11/2022;Eco;Payé
42705;34;VOL02831;61.66;45.25;24/10/2022;Eco;Payé
42706;24;VOL02831;61.66;172.66;21/09/2022;Affaire;Payé
42707;19;VOL02831;92.5;92.5;26/10/2022;Affaire;Payé
42708;25;VOL02831;92.5;92.5;21/09/2022;Affaire;Payé
42709;7;VOL02831;61.66;53.26;06/09/2022;Eco;Payé
42710;37;VOL02831;61.66;61.66;08/09/2022;Eco;Payé
42711;38;VOL02832;367.29;367.29;21/08/2024;Eco;Payé
42712;8;VOL02832;367.29;367.29;27/08/2024;Eco;Payé
42713;11;VOL02832;550.94;550.94;16/07/2024;Affaire;Payé
42714;10;VOL02832;367.29;339.3;12/09/2024;Eco;Payé
42715;24;VOL02832;550.94;550.94;05/08/2024;Affaire;Payé
42716;32;VOL02832;367.29;242.12;27/09/2024;Eco;Payé
42717;9;VOL02832;367.29;251.48;03/09/2024;Eco;Payé
42718;34;VOL02832;550.94;550.94;20/08/2024;Affaire;Payé
42719;20;VOL02832;367.29;541.29;17/08/2024;Affaire;Payé
42720;3;VOL02832;367.29;367.29;17/09/2024;Eco;Payé
42721;13;VOL02832;367.29;564.29;04/08/2024;Affaire;Payé
42722;7;VOL02832;550.94;550.94;20/08/2024;Affaire;Payé
42723;32;VOL02832;367.29;456.29;26/09/2024;Affaire;Payé
42724;26;VOL02832;367.29;367.29;28/09/2024;Eco;Payé
42725;19;VOL02832;367.29;256.92;13/09/2024;Eco;Payé
42726;22;VOL02832;367.29;367.29;13/08/2024;Eco;Payé
42727;16;VOL02832;550.94;550.94;02/08/2024;Affaire;Payé
42728;38;VOL02833;1303.44;1303.44;09/11/2023;Affaire;Payé
42729;9;VOL02833;868.96;1033.96;27/09/2023;Affaire;Payé
42730;41;VOL02833;1303.44;1303.44;01/10/2023;Affaire;Payé
42731;39;VOL02833;868.96;575.69;13/11/2023;Eco;Payé
42732;31;VOL02833;868.96;737.14;22/10/2023;Eco;Payé
42733;6;VOL02833;868.96;868.96;14/09/2023;Eco;Payé
42734;9;VOL02833;868.96;768.07;07/09/2023;Eco;Payé
42735;22;VOL02833;868.96;1042.96;24/11/2023;Affaire;Payé
42736;32;VOL02833;868.96;868.96;15/10/2023;Eco;Payé
42737;12;VOL02833;1303.44;1303.44;21/10/2023;Affaire;Payé
42738;8;VOL02833;868.96;1049.96;28/10/2023;Affaire;Payé
42739;17;VOL02833;868.96;700.98;04/10/2023;Affaire;Payé
42740;5;VOL02833;1303.44;1303.44;26/11/2023;Affaire;Payé
42741;31;VOL02833;868.96;868.96;30/09/2023;Eco;Payé
42742;19;VOL02833;868.96;946.96;13/11/2023;Affaire;Payé
42743;35;VOL02833;1303.44;1303.44;10/09/2023;Affaire;Payé
42744;26;VOL02833;1303.44;1303.44;08/10/2023;Affaire;Payé
42745;38;VOL02833;868.96;868.96;23/10/2023;Eco;Payé
42746;30;VOL02833;868.96;868.96;17/09/2023;Eco;Payé
42747;7;VOL02834;1200.41;1494.41;14/09/2024;Affaire;Payé
42748;15;VOL02834;1200.41;1200.41;27/09/2024;Eco;Payé
42749;29;VOL02834;1200.41;1200.41;14/09/2024;Eco;Payé
42750;18;VOL02834;1200.41;1200.41;27/09/2024;Eco;Payé
42751;2;VOL02834;1200.41;1374.41;26/10/2024;Affaire;Payé
42752;42;VOL02834;1800.62;1800.62;14/11/2024;Affaire;Payé
42753;1;VOL02834;1200.41;996.46;04/10/2024;Eco;Payé
42754;42;VOL02834;1200.41;1339.41;18/11/2024;Affaire;Payé
42755;30;VOL02834;1200.41;1124.66;21/11/2024;Eco;Payé
42756;8;VOL02834;1800.62;1800.62;20/10/2024;Affaire;Payé
42757;13;VOL02834;1200.41;972.21;01/10/2024;Eco;Payé
42758;29;VOL02834;1200.41;1200.41;21/11/2024;Eco;Payé
42759;38;VOL02834;1200.41;1200.41;19/09/2024;Eco;Payé
42760;22;VOL02834;1200.41;1200.41;02/11/2024;Eco;Payé
42761;21;VOL02834;1200.41;1367.41;27/09/2024;Affaire;Payé
42762;17;VOL02835;454.67;306.99;09/10/2024;Eco;Payé
42763;15;VOL02835;454.67;454.67;26/08/2024;Eco;Payé
42764;7;VOL02835;454.67;454.67;22/08/2024;Eco;Payé
42765;24;VOL02835;682.01;682.01;14/09/2024;Affaire;Payé
42766;11;VOL02835;682.01;498.55;13/11/2024;Affaire;Payé
42767;24;VOL02835;682.01;682.01;22/08/2024;Affaire;Payé
42768;34;VOL02835;682.01;682.01;05/10/2024;Affaire;Payé
42769;23;VOL02835;454.67;322.04;11/11/2024;Eco;Payé
42770;40;VOL02835;454.67;454.67;12/09/2024;Eco;Payé
42771;36;VOL02835;454.67;613.67;04/09/2024;Affaire;Payé
42772;37;VOL02836;400.58;331.44;18/03/2023;Eco;Payé
42773;25;VOL02836;400.58;371.54;13/03/2023;Eco;Payé
42774;29;VOL02836;400.58;464.99;19/05/2023;Affaire;Payé
42775;33;VOL02836;400.58;334.96;08/04/2023;Eco;Payé
42776;32;VOL02836;400.58;400.58;04/04/2023;Eco;Payé
42777;3;VOL02836;400.58;457.68;19/05/2023;Affaire;Payé
42778;25;VOL02836;400.58;660.58;13/03/2023;Affaire;Payé
42779;10;VOL02836;400.58;400.58;01/04/2023;Eco;Payé
42780;42;VOL02836;400.58;400.58;25/03/2023;Eco;Payé
42781;28;VOL02836;600.87;600.87;26/04/2023;Affaire;Payé
42782;35;VOL02836;400.58;400.58;21/03/2023;Eco;Payé
42783;5;VOL02836;400.58;400.58;21/03/2023;Eco;Payé
42784;35;VOL02836;600.87;600.87;03/04/2023;Affaire;Payé
42785;26;VOL02836;400.58;400.58;26/03/2023;Eco;Payé
42786;40;VOL02836;400.58;341.61;29/04/2023;Eco;Payé
42787;13;VOL02836;400.58;400.58;14/03/2023;Eco;Payé
42788;8;VOL02837;390.98;390.98;07/11/2022;Eco;Payé
42789;41;VOL02837;390.98;390.98;04/09/2022;Eco;Payé
42790;34;VOL02837;390.98;354.48;08/09/2022;Affaire;Payé
42791;2;VOL02837;390.98;315.36;27/09/2022;Eco;Payé
42792;24;VOL02837;586.47;586.47;22/11/2022;Affaire;Payé
42793;31;VOL02837;586.47;586.47;01/10/2022;Affaire;Payé
42794;2;VOL02837;390.98;390.98;12/11/2022;Eco;Payé
42795;5;VOL02837;586.47;465.6;15/10/2022;Affaire;Payé
42796;1;VOL02837;390.98;529.98;25/11/2022;Affaire;Payé
42797;17;VOL02837;390.98;327.48;24/11/2022;Eco;Payé
42798;10;VOL02837;390.98;390.98;01/10/2022;Eco;Payé
42799;28;VOL02837;390.98;627.53;20/09/2022;Affaire;Payé
42800;4;VOL02837;586.47;390.88;09/09/2022;Affaire;Payé
42801;4;VOL02837;586.47;504.07;17/09/2022;Affaire;Payé
42802;37;VOL02837;390.98;510.98;30/10/2022;Affaire;Payé
42803;26;VOL02837;390.98;287.37;12/10/2022;Eco;Payé
42804;40;VOL02837;390.98;528.82;17/10/2022;Affaire;Payé
42805;4;VOL02837;390.98;390.98;20/11/2022;Eco;Payé
42806;41;VOL02838;1102.58;1102.58;29/10/2023;Affaire;Payé
42807;3;VOL02838;735.05;735.05;11/12/2023;Eco;Payé
42808;3;VOL02838;735.05;564.59;27/11/2023;Eco;Payé
42809;36;VOL02838;735.05;1014.05;14/11/2023;Affaire;Payé
42810;41;VOL02838;735.05;536.66;21/12/2023;Eco;Payé
42811;27;VOL02838;735.05;735.05;06/11/2023;Eco;Payé
42812;32;VOL02838;1102.58;1102.58;15/11/2023;Affaire;Payé
42813;38;VOL02838;1102.58;1102.58;06/01/2024;Affaire;Payé
42814;1;VOL02838;1102.58;1102.58;05/01/2024;Affaire;Payé
42815;23;VOL02838;735.05;588.63;08/11/2023;Eco;Payé
42816;40;VOL02838;735.05;580.4;16/01/2024;Eco;Payé
42817;20;VOL02838;735.05;735.05;14/01/2024;Eco;Payé
42818;15;VOL02838;735.05;867.05;22/11/2023;Affaire;Payé
42819;32;VOL02838;735.05;735.05;24/11/2023;Eco;Payé
42820;17;VOL02838;735.05;735.05;07/11/2023;Eco;Payé
42821;30;VOL02839;1156.59;1156.59;02/07/2022;Affaire;Payé
42822;34;VOL02839;771.06;1056.06;22/07/2022;Affaire;Payé
42823;27;VOL02839;771.06;771.06;26/08/2022;Eco;Payé
42824;3;VOL02839;1156.59;912.32;09/07/2022;Affaire;Payé
42825;11;VOL02839;771.06;771.06;01/07/2022;Eco;Payé
42826;31;VOL02839;771.06;771.06;30/06/2022;Eco;Payé
42827;24;VOL02839;771.06;771.06;22/07/2022;Eco;Payé
42828;34;VOL02839;1156.59;1156.59;31/07/2022;Affaire;Payé
42829;22;VOL02839;771.06;771.06;05/09/2022;Eco;Payé
42830;30;VOL02839;1156.59;1156.59;14/08/2022;Affaire;Payé
42831;13;VOL02839;771.06;756.68;15/08/2022;Affaire;Payé
42832;24;VOL02839;771.06;612.22;15/06/2022;Eco;Payé
42833;30;VOL02839;1156.59;1156.59;06/08/2022;Affaire;Payé
42834;39;VOL02839;771.06;771.06;07/07/2022;Eco;Payé
42835;11;VOL02839;771.06;939.18;13/08/2022;Affaire;Payé
42836;35;VOL02839;1156.59;820.14;02/09/2022;Affaire;Payé
42837;12;VOL02839;771.06;599.34;29/06/2022;Eco;Payé
42838;34;VOL02839;771.06;771.06;01/08/2022;Eco;Payé
42839;9;VOL02840;104.47;74.06;02/05/2023;Eco;Payé
42840;8;VOL02840;104.47;332.47;19/04/2023;Affaire;Payé
42841;28;VOL02840;156.7;156.7;01/05/2023;Affaire;Payé
42842;38;VOL02840;104.47;104.47;12/05/2023;Eco;Payé
42843;21;VOL02840;104.47;294.65;23/05/2023;Affaire;Payé
42844;39;VOL02840;104.47;104.47;04/06/2023;Eco;Payé
42845;13;VOL02840;156.7;156.7;20/04/2023;Affaire;Payé
42846;23;VOL02840;104.47;104.47;24/04/2023;Eco;Payé
42847;37;VOL02840;104.47;104.47;18/06/2023;Eco;Payé
42848;29;VOL02840;104.47;364.47;09/04/2023;Affaire;Payé
42849;24;VOL02840;104.47;104.47;12/06/2023;Eco;Payé
42850;27;VOL02840;104.47;104.47;06/06/2023;Eco;Payé
42851;13;VOL02840;104.47;402.47;18/06/2023;Affaire;Payé
42852;23;VOL02840;104.47;69.07;20/04/2023;Eco;Payé
42853;14;VOL02840;104.47;362.47;06/06/2023;Affaire;Payé
42854;31;VOL02840;104.47;104.47;04/06/2023;Eco;Payé
42855;18;VOL02840;104.47;104.47;27/05/2023;Eco;Payé
42856;35;VOL02840;104.47;104.47;23/06/2023;Eco;Payé
42857;37;VOL02840;104.47;286.47;10/06/2023;Affaire;Payé
42858;4;VOL02841;523.91;523.91;08/06/2022;Eco;Payé
42859;37;VOL02841;523.91;523.91;08/07/2022;Eco;Payé
42860;2;VOL02841;523.91;488.18;24/07/2022;Eco;Payé
42861;8;VOL02841;523.91;523.91;08/06/2022;Eco;Payé
42862;24;VOL02841;785.86;785.86;02/08/2022;Affaire;Payé
42863;34;VOL02841;523.91;523.91;10/07/2022;Eco;Payé
42864;11;VOL02841;523.91;523.91;08/08/2022;Eco;Payé
42865;42;VOL02841;523.91;523.91;18/08/2022;Eco;Payé
42866;38;VOL02841;523.91;523.91;29/07/2022;Eco;Payé
42867;28;VOL02841;523.91;523.91;17/06/2022;Eco;Payé
42868;37;VOL02841;523.91;523.91;07/08/2022;Eco;Payé
42869;2;VOL02841;523.91;523.91;03/06/2022;Eco;Payé
42870;22;VOL02841;523.91;523.91;29/05/2022;Eco;Payé
42871;21;VOL02841;785.86;564.8;05/08/2022;Affaire;Payé
42872;16;VOL02841;523.91;523.91;04/08/2022;Eco;Payé
42873;23;VOL02841;523.91;523.91;06/06/2022;Eco;Payé
42874;28;VOL02841;523.91;523.91;26/05/2022;Eco;Payé
42875;2;VOL02841;523.91;705.91;14/07/2022;Affaire;Payé
42876;11;VOL02841;523.91;628.91;18/07/2022;Affaire;Payé
42877;16;VOL02842;880.4;880.4;30/11/2021;Eco;Payé
42878;8;VOL02842;880.4;880.4;04/02/2022;Eco;Payé
42879;32;VOL02842;880.4;880.4;30/01/2022;Eco;Payé
42880;7;VOL02842;880.4;880.4;22/12/2021;Eco;Payé
42881;1;VOL02842;880.4;621.65;26/11/2021;Eco;Payé
42882;12;VOL02842;880.4;880.4;26/12/2021;Eco;Payé
42883;23;VOL02842;880.4;880.4;25/01/2022;Eco;Payé
42884;38;VOL02842;1320.6;1320.6;16/01/2022;Affaire;Payé
42885;6;VOL02842;880.4;1043.4;30/12/2021;Affaire;Payé
42886;7;VOL02842;880.4;880.4;22/12/2021;Eco;Payé
42887;6;VOL02842;880.4;738.3;09/12/2021;Eco;Payé
42888;8;VOL02842;880.4;1179.4;12/02/2022;Affaire;Payé
42889;12;VOL02842;1320.6;1040.76;15/01/2022;Affaire;Payé
42890;22;VOL02842;1320.6;1320.6;26/11/2021;Affaire;Payé
42891;8;VOL02843;166.51;270.51;23/09/2023;Affaire;Payé
42892;9;VOL02843;166.51;166.51;31/10/2023;Eco;Payé
42893;3;VOL02843;166.51;243.51;22/08/2023;Affaire;Payé
42894;29;VOL02843;166.51;166.51;26/08/2023;Eco;Payé
42895;6;VOL02843;166.51;257.51;05/11/2023;Affaire;Payé
42896;38;VOL02843;249.76;229.33;13/09/2023;Affaire;Payé
42897;39;VOL02843;249.76;249.76;16/08/2023;Affaire;Payé
42898;39;VOL02843;249.76;249.76;12/08/2023;Affaire;Payé
42899;25;VOL02843;166.51;270.86;08/10/2023;Affaire;Payé
42900;39;VOL02843;166.51;166.51;14/10/2023;Eco;Payé
42901;25;VOL02843;166.51;422.48;05/11/2023;Affaire;Payé
42902;4;VOL02843;166.51;302.68;20/09/2023;Affaire;Payé
42903;30;VOL02843;166.51;166.51;14/08/2023;Eco;Payé
42904;12;VOL02843;166.51;118.85;29/08/2023;Eco;Payé
42905;31;VOL02844;894.3;988.3;09/05/2024;Affaire;Payé
42906;16;VOL02844;894.3;894.3;09/04/2024;Eco;Payé
42907;33;VOL02844;894.3;894.3;13/03/2024;Eco;Payé
42908;31;VOL02844;894.3;750.59;10/04/2024;Eco;Payé
42909;30;VOL02844;894.3;894.3;29/04/2024;Eco;Payé
42910;34;VOL02844;894.3;899.77;18/03/2024;Affaire;Payé
42911;13;VOL02844;894.3;729.75;18/03/2024;Eco;Payé
42912;29;VOL02844;1341.45;944.11;10/03/2024;Affaire;Payé
42913;23;VOL02844;894.3;894.3;28/02/2024;Eco;Payé
42914;11;VOL02844;894.3;1155.3;23/02/2024;Affaire;Payé
42915;5;VOL02844;894.3;894.3;08/05/2024;Eco;Payé
42916;18;VOL02844;1341.45;1341.45;09/03/2024;Affaire;Payé
42917;41;VOL02844;1341.45;1341.45;20/02/2024;Affaire;Payé
42918;2;VOL02844;894.3;733.77;14/03/2024;Eco;Payé
42919;2;VOL02844;1341.45;1341.45;27/04/2024;Affaire;Payé
42920;42;VOL02845;648.88;511.19;20/06/2023;Eco;Payé
42921;2;VOL02845;648.88;919.88;27/04/2023;Affaire;Payé
42922;19;VOL02845;648.88;648.88;20/05/2023;Eco;Payé
42923;1;VOL02845;648.88;648.88;03/06/2023;Eco;Payé
42924;19;VOL02845;648.88;648.88;10/06/2023;Eco;Payé
42925;33;VOL02845;648.88;446.95;13/06/2023;Eco;Payé
42926;17;VOL02845;648.88;648.88;08/04/2023;Eco;Payé
42927;7;VOL02845;648.88;845.88;10/06/2023;Affaire;Payé
42928;6;VOL02845;648.88;497.3;17/04/2023;Eco;Payé
42929;21;VOL02845;648.88;495.61;26/05/2023;Eco;Payé
42930;30;VOL02845;973.32;973.32;02/05/2023;Affaire;Payé
42931;38;VOL02845;648.88;546.68;03/06/2023;Eco;Payé
42932;29;VOL02846;399.44;302.66;11/11/2024;Eco;Payé
42933;32;VOL02846;399.44;329.54;24/09/2024;Eco;Payé
42934;17;VOL02846;399.44;500.14;14/11/2024;Affaire;Payé
42935;9;VOL02846;599.16;599.16;12/11/2024;Affaire;Payé
42936;9;VOL02846;599.16;411.2;29/10/2024;Affaire;Payé
42937;9;VOL02846;399.44;399.44;14/11/2024;Eco;Payé
42938;5;VOL02846;399.44;399.44;05/10/2024;Eco;Payé
42939;34;VOL02846;399.44;399.44;12/11/2024;Eco;Payé
42940;35;VOL02846;399.44;668.44;03/11/2024;Affaire;Payé
42941;10;VOL02846;399.44;399.44;19/09/2024;Eco;Payé
42942;21;VOL02846;399.44;530.44;25/10/2024;Affaire;Payé
42943;19;VOL02846;599.16;599.16;14/09/2024;Affaire;Payé
42944;4;VOL02846;399.44;399.44;05/10/2024;Eco;Payé
42945;17;VOL02846;399.44;521.03;30/09/2024;Affaire;Payé
42946;28;VOL02846;399.44;399.44;01/09/2024;Eco;Payé
42947;26;VOL02847;411.88;411.88;21/04/2022;Eco;Payé
42948;39;VOL02847;411.88;377.98;20/03/2022;Eco;Payé
42949;37;VOL02847;411.88;639.88;21/04/2022;Affaire;Payé
42950;18;VOL02847;411.88;314.92;20/04/2022;Eco;Payé
42951;23;VOL02847;617.82;617.82;02/03/2022;Affaire;Payé
42952;14;VOL02847;411.88;304.59;29/03/2022;Eco;Payé
42953;12;VOL02847;411.88;411.88;04/04/2022;Eco;Payé
42954;9;VOL02847;411.88;411.88;24/04/2022;Eco;Payé
42955;20;VOL02847;617.82;617.82;07/04/2022;Affaire;Payé
42956;23;VOL02847;617.82;484.56;23/03/2022;Affaire;Payé
42957;17;VOL02847;411.88;411.88;24/03/2022;Eco;Payé
42958;20;VOL02847;411.88;492.88;04/04/2022;Affaire;Payé
42959;34;VOL02847;411.88;364.27;21/02/2022;Eco;Payé
42960;27;VOL02847;617.82;617.82;14/02/2022;Affaire;Payé
42961;30;VOL02847;617.82;617.82;03/04/2022;Affaire;Payé
42962;15;VOL02847;617.82;419.81;19/03/2022;Affaire;Payé
42963;15;VOL02848;117.19;97.03;24/04/2023;Eco;Payé
42964;34;VOL02848;117.19;328.05;19/05/2023;Affaire;Payé
42965;10;VOL02848;117.19;255.19;01/04/2023;Affaire;Payé
42966;7;VOL02848;117.19;117.19;18/05/2023;Eco;Payé
42967;6;VOL02848;117.19;117.19;07/04/2023;Eco;Payé
42968;20;VOL02848;175.78;175.78;26/04/2023;Affaire;Payé
42969;34;VOL02848;117.19;328.19;28/03/2023;Affaire;Payé
42970;14;VOL02848;117.19;101.16;07/05/2023;Eco;Payé
42971;25;VOL02848;117.19;365.54;15/04/2023;Affaire;Payé
42972;14;VOL02848;117.19;117.19;04/04/2023;Eco;Payé
42973;42;VOL02848;117.19;98.97;01/05/2023;Eco;Payé
42974;15;VOL02848;117.19;91.3;12/05/2023;Eco;Payé
42975;30;VOL02848;117.19;117.19;17/05/2023;Eco;Payé
42976;13;VOL02848;175.78;175.78;27/04/2023;Affaire;Payé
42977;37;VOL02849;526.58;526.58;13/05/2022;Eco;Payé
42978;26;VOL02849;526.58;482.93;15/03/2022;Eco;Payé
42979;24;VOL02849;526.58;526.58;08/04/2022;Eco;Payé
42980;13;VOL02849;526.58;526.58;04/03/2022;Eco;Payé
42981;38;VOL02849;526.58;448.75;01/04/2022;Eco;Payé
42982;37;VOL02849;526.58;697.06;03/03/2022;Affaire;Payé
42983;33;VOL02849;526.58;724.34;30/03/2022;Affaire;Payé
42984;8;VOL02849;526.58;526.58;11/04/2022;Eco;Payé
42985;21;VOL02849;789.87;664.2;15/04/2022;Affaire;Payé
42986;11;VOL02849;789.87;789.87;05/03/2022;Affaire;Payé
42987;21;VOL02849;526.58;526.58;22/03/2022;Eco;Payé
42988;15;VOL02849;526.58;364.5;20/04/2022;Eco;Payé
42989;37;VOL02849;526.58;455.49;25/04/2022;Eco;Payé
42990;20;VOL02849;526.58;805.58;20/03/2022;Affaire;Payé
42991;42;VOL02849;526.58;424.0;20/05/2022;Eco;Payé
42992;16;VOL02849;526.58;651.58;22/04/2022;Affaire;Payé
42993;29;VOL02849;789.87;789.87;26/05/2022;Affaire;Payé
42994;20;VOL02850;693.25;693.25;30/08/2024;Eco;Payé
42995;25;VOL02850;1039.88;711.69;14/09/2024;Affaire;Payé
42996;30;VOL02850;693.25;693.25;24/08/2024;Eco;Payé
42997;3;VOL02850;1039.88;1039.88;08/08/2024;Affaire;Payé
42998;20;VOL02850;693.25;495.05;13/07/2024;Eco;Payé
42999;30;VOL02850;693.25;584.76;09/07/2024;Eco;Payé
43000;6;VOL02850;693.25;693.25;25/08/2024;Eco;Payé
43001;37;VOL02850;1039.88;854.99;24/08/2024;Affaire;Payé
43002;20;VOL02850;1039.88;1039.88;15/08/2024;Affaire;Payé
43003;3;VOL02850;1039.88;1039.88;22/08/2024;Affaire;Payé
43004;36;VOL02850;693.25;693.25;19/07/2024;Eco;Payé
43005;37;VOL02850;693.25;693.25;05/09/2024;Eco;Payé
43006;24;VOL02851;453.47;698.19;01/05/2024;Affaire;Payé
43007;7;VOL02851;453.47;339.88;26/05/2024;Eco;Payé
43008;16;VOL02851;453.47;334.57;12/06/2024;Eco;Payé
43009;12;VOL02851;453.47;453.47;28/05/2024;Eco;Payé
43010;22;VOL02851;680.21;453.97;03/05/2024;Affaire;Payé
43011;2;VOL02851;453.47;453.47;10/06/2024;Eco;Payé
43012;21;VOL02851;453.47;347.58;19/04/2024;Eco;Payé
43013;21;VOL02851;680.21;581.04;09/07/2024;Affaire;Payé
43014;38;VOL02851;453.47;563.47;18/06/2024;Affaire;Payé
43015;31;VOL02851;453.47;453.47;05/05/2024;Eco;Payé
43016;28;VOL02851;453.47;402.5;02/06/2024;Eco;Payé
43017;6;VOL02852;238.47;238.47;09/09/2024;Affaire;Payé
43018;20;VOL02852;158.98;158.98;07/09/2024;Eco;Payé
43019;24;VOL02852;158.98;325.1;25/09/2024;Affaire;Payé
43020;15;VOL02852;158.98;158.98;21/10/2024;Eco;Payé
43021;39;VOL02852;158.98;158.98;24/08/2024;Eco;Payé
43022;23;VOL02852;158.98;422.98;21/10/2024;Affaire;Payé
43023;21;VOL02852;238.47;238.47;18/08/2024;Affaire;Payé
43024;17;VOL02852;158.98;158.98;04/10/2024;Eco;Payé
43025;27;VOL02852;158.98;347.87;05/08/2024;Affaire;Payé
43026;25;VOL02852;158.98;158.98;03/09/2024;Eco;Payé
43027;9;VOL02852;158.98;158.98;09/09/2024;Eco;Payé
43028;25;VOL02852;158.98;158.98;11/08/2024;Eco;Payé
43029;34;VOL02852;158.98;158.98;16/09/2024;Eco;Payé
43030;1;VOL02853;786.57;786.57;27/11/2023;Eco;Payé
43031;18;VOL02853;786.57;786.57;14/11/2023;Eco;Payé
43032;15;VOL02853;1179.86;923.83;28/10/2023;Affaire;Payé
43033;25;VOL02853;786.57;750.38;11/11/2023;Affaire;Payé
43034;15;VOL02853;786.57;786.57;03/12/2023;Eco;Payé
43035;8;VOL02853;786.57;786.57;30/10/2023;Eco;Payé
43036;12;VOL02853;1179.86;1179.86;10/12/2023;Affaire;Payé
43037;23;VOL02853;786.57;786.57;21/12/2023;Eco;Payé
43038;41;VOL02853;786.57;895.57;24/10/2023;Affaire;Payé
43039;20;VOL02853;1179.86;1179.86;09/10/2023;Affaire;Payé
43040;10;VOL02854;495.97;332.0;20/02/2022;Eco;Payé
43041;11;VOL02854;495.97;656.97;16/03/2022;Affaire;Payé
43042;1;VOL02854;743.96;743.96;12/04/2022;Affaire;Payé
43043;13;VOL02854;495.97;373.12;22/02/2022;Eco;Payé
43044;42;VOL02854;495.97;495.97;22/03/2022;Eco;Payé
43045;37;VOL02854;743.96;743.96;13/03/2022;Affaire;Payé
43046;2;VOL02854;495.97;495.97;19/02/2022;Eco;Payé
43047;34;VOL02854;495.97;495.97;25/02/2022;Eco;Payé
43048;36;VOL02854;495.97;495.97;09/03/2022;Eco;Payé
43049;29;VOL02854;495.97;442.45;26/03/2022;Eco;Payé
43050;10;VOL02854;495.97;495.97;23/02/2022;Eco;Payé
43051;23;VOL02854;495.97;495.97;21/03/2022;Eco;Payé
43052;29;VOL02855;867.09;867.09;21/08/2024;Eco;Payé
43053;20;VOL02855;867.09;821.05;04/08/2024;Eco;Payé
43054;1;VOL02855;867.09;950.09;25/07/2024;Affaire;Payé
43055;7;VOL02855;1300.64;1300.64;22/07/2024;Affaire;Payé
43056;41;VOL02855;1300.64;1300.64;13/08/2024;Affaire;Payé
43057;39;VOL02855;867.09;803.66;22/08/2024;Affaire;Payé
43058;24;VOL02855;867.09;867.09;26/07/2024;Eco;Payé
43059;28;VOL02855;1300.64;1300.64;28/08/2024;Affaire;Payé
43060;41;VOL02855;1300.64;1118.29;24/08/2024;Affaire;Payé
43061;39;VOL02855;867.09;1032.09;30/07/2024;Affaire;Payé
43062;5;VOL02855;867.09;1047.09;14/07/2024;Affaire;Payé
43063;8;VOL02855;867.09;867.09;01/09/2024;Eco;Payé
43064;10;VOL02855;1300.64;956.1;06/09/2024;Affaire;Payé
43065;33;VOL02855;867.09;867.09;03/09/2024;Eco;Payé
